game_id,rating_diff,turns,rated,opening_shortname,white_experience,winner
18005,101,53,1,Italian Game,4,White
18007,138,81,1,Italian Game,6,White
18320,12,43,0,Italian Game,43,Black
18405,320,41,0,Italian Game,0,White
18418,20,81,1,Italian Game,30,Draw
18517,75,36,1,Italian Game,0,Black
18529,54,39,1,Italian Game,0,White
18533,119,43,1,Italian Game,1,White
18540,140,70,1,Italian Game,23,Black
18543,217,33,0,Italian Game,36,White
18544,217,112,0,Italian Game,27,Draw
18546,217,66,0,Italian Game,29,Black
18548,217,80,0,Italian Game,31,Black
18563,618,88,1,Italian Game,0,Black
18565,323,60,1,Italian Game,0,Black
18585,146,36,1,Italian Game,5,Black
18589,1,84,1,Italian Game,0,Black
18592,12,167,1,Italian Game,12,White
18597,33,40,1,Italian Game,0,Black
18641,895,8,0,Italian Game,0,Black
18700,208,36,1,Italian Game,0,Black
18735,12,76,1,Italian Game,1,Black
18746,45,40,1,Italian Game,10,White
18764,79,12,1,Italian Game,28,Black
18810,195,24,1,Italian Game,18,White
18944,108,35,1,Italian Game,3,White
18948,266,102,1,Italian Game,1,Black
19030,17,60,1,Italian Game,0,Black
19060,55,20,1,Italian Game,2,White
19061,64,66,0,Italian Game,2,Black
19075,337,106,0,Italian Game,3,Black
19084,195,34,0,Italian Game,145,Black
19225,17,46,1,Italian Game,1,Black
19230,137,31,1,Italian Game,52,White
19259,9,24,1,Italian Game,0,Black
19277,92,23,1,Italian Game,18,White
19282,361,17,1,Italian Game,0,White
19302,389,24,1,Italian Game,43,Black
19412,2,53,1,Italian Game,0,White
19421,250,46,0,Italian Game,0,Black
19453,153,94,0,Italian Game,33,Black
19454,153,58,0,Italian Game,34,Black
19668,618,39,1,Italian Game,0,White
19693,273,42,1,Italian Game,2,Black
19701,95,36,1,Italian Game,1,Black
19743,35,56,1,Italian Game,10,Black
19823,0,42,0,Italian Game,1,Black
19826,0,145,0,Italian Game,4,Draw
19827,405,68,0,Italian Game,0,White
19829,0,68,0,Italian Game,7,Black
19840,270,60,0,Italian Game,18,Draw
19866,356,31,0,Italian Game,44,Draw
20006,40,92,1,Italian Game,2,Black
20009,247,22,1,Italian Game,20,White
10,172,119,1,Scandinavian Defense,3,White
47,522,3,0,Scandinavian Defense,32,Black
50,1458,41,0,Scandinavian Defense,3,White
155,115,50,1,Scandinavian Defense,32,Black
188,68,30,1,Scandinavian Defense,32,Black
215,69,74,0,Scandinavian Defense,22,White
233,128,91,1,Scandinavian Defense,3,White
244,87,34,0,Scandinavian Defense,0,Black
278,59,80,1,Scandinavian Defense,1,Black
281,136,87,1,Scandinavian Defense,8,White
366,158,58,1,Scandinavian Defense,0,Black
387,0,40,1,Scandinavian Defense,21,Black
430,153,70,1,Scandinavian Defense,0,Black
435,75,62,1,Scandinavian Defense,0,Black
437,170,52,1,Scandinavian Defense,0,Black
438,56,26,1,Scandinavian Defense,0,Black
440,139,2,1,Scandinavian Defense,0,Draw
442,2,56,1,Scandinavian Defense,0,Black
452,135,46,1,Scandinavian Defense,0,Draw
524,59,31,1,Scandinavian Defense,2,White
577,16,48,1,Scandinavian Defense,0,Draw
578,22,56,1,Scandinavian Defense,0,Draw
585,51,148,1,Scandinavian Defense,0,Draw
588,330,34,1,Scandinavian Defense,0,Black
589,37,94,1,Scandinavian Defense,0,Black
590,215,122,1,Scandinavian Defense,0,Black
593,171,116,1,Scandinavian Defense,0,Black
602,198,31,0,Scandinavian Defense,6,White
606,271,35,0,Scandinavian Defense,1,White
629,492,64,1,Scandinavian Defense,0,Black
681,387,27,1,Scandinavian Defense,44,White
752,31,59,1,Scandinavian Defense,11,White
754,21,76,1,Scandinavian Defense,13,Black
834,1,80,0,Scandinavian Defense,7,White
842,46,44,1,Scandinavian Defense,0,Black
843,20,55,1,Scandinavian Defense,0,White
845,415,27,1,Scandinavian Defense,18,White
849,180,16,1,Scandinavian Defense,22,Black
851,213,70,1,Scandinavian Defense,0,Black
852,166,36,0,Scandinavian Defense,0,Black
855,0,66,1,Scandinavian Defense,1,Black
856,42,20,1,Scandinavian Defense,0,Black
901,67,123,1,Scandinavian Defense,5,White
921,619,39,1,Scandinavian Defense,0,White
923,713,29,1,Scandinavian Defense,0,White
924,315,27,1,Scandinavian Defense,0,White
926,388,68,1,Scandinavian Defense,0,White
929,599,27,0,Scandinavian Defense,0,White
937,329,22,1,Scandinavian Defense,19,Black
939,8,33,0,Scandinavian Defense,0,White
999,362,45,0,Scandinavian Defense,24,Black
1040,97,51,0,Scandinavian Defense,6,Black
1073,47,68,0,Scandinavian Defense,0,Black
1094,95,33,1,Scandinavian Defense,1,White
1102,222,47,1,Scandinavian Defense,5,White
1188,49,132,1,Scandinavian Defense,7,Black
1324,159,94,0,Scandinavian Defense,0,Black
1331,201,66,1,Scandinavian Defense,0,Black
1333,36,41,1,Scandinavian Defense,0,White
1336,189,110,1,Scandinavian Defense,1,Black
1354,74,33,0,Scandinavian Defense,17,White
1369,585,56,0,Scandinavian Defense,0,Black
1504,43,86,1,Scandinavian Defense,14,Black
1600,103,39,1,Scandinavian Defense,25,White
1608,219,29,1,Scandinavian Defense,1,White
1654,29,105,1,Scandinavian Defense,0,White
1657,203,101,1,Scandinavian Defense,0,White
1659,176,79,0,Scandinavian Defense,0,White
1669,109,11,1,Scandinavian Defense,1,White
1671,112,13,1,Scandinavian Defense,0,White
1676,12,33,1,Scandinavian Defense,0,White
1678,1,30,1,Scandinavian Defense,1,White
1680,47,48,1,Scandinavian Defense,27,Black
1682,36,19,1,Scandinavian Defense,29,White
1805,689,92,0,Scandinavian Defense,4,Black
1815,293,2,0,Scandinavian Defense,14,Black
1835,10,44,1,Scandinavian Defense,9,Black
1836,15,34,1,Scandinavian Defense,10,Black
1837,15,34,0,Scandinavian Defense,11,Black
1869,86,64,1,Scandinavian Defense,22,Black
1933,229,67,1,Scandinavian Defense,0,White
1946,468,36,1,Scandinavian Defense,24,Black
1954,75,12,1,Scandinavian Defense,32,Black
1957,180,2,1,Scandinavian Defense,35,Black
2004,105,54,1,Scandinavian Defense,0,White
2011,529,52,0,Scandinavian Defense,12,Black
2025,52,34,1,Scandinavian Defense,7,Black
2027,343,30,1,Scandinavian Defense,9,Black
2064,210,57,1,Scandinavian Defense,0,White
2067,370,145,1,Scandinavian Defense,0,White
2078,54,51,1,Scandinavian Defense,17,White
2079,57,44,1,Scandinavian Defense,18,Black
2080,44,107,1,Scandinavian Defense,19,White
2093,17,102,1,Scandinavian Defense,0,Black
2098,157,36,1,Scandinavian Defense,37,Black
2099,103,179,1,Scandinavian Defense,0,White
2144,98,50,1,Scandinavian Defense,2,Black
2208,416,125,1,Scandinavian Defense,0,White
2209,208,137,1,Scandinavian Defense,0,White
2211,102,52,1,Scandinavian Defense,0,Black
2212,234,19,0,Scandinavian Defense,0,Black
2216,486,14,0,Scandinavian Defense,3,Black
2224,423,51,0,Scandinavian Defense,16,White
2320,18,93,1,Scandinavian Defense,0,White
2321,5,52,1,Scandinavian Defense,0,Black
2351,57,65,1,Scandinavian Defense,7,Draw
2397,293,14,1,Scandinavian Defense,0,Black
2400,67,21,1,Scandinavian Defense,0,White
2403,258,41,1,Scandinavian Defense,2,Black
2410,61,93,1,Scandinavian Defense,0,White
2414,134,73,1,Scandinavian Defense,0,White
2416,459,60,1,Scandinavian Defense,0,Black
2430,227,50,1,Scandinavian Defense,2,Black
2435,55,22,1,Scandinavian Defense,0,Black
2442,102,81,1,Scandinavian Defense,0,White
2458,85,30,1,Scandinavian Defense,0,Black
2499,27,26,1,Scandinavian Defense,0,White
2501,127,42,1,Scandinavian Defense,1,Black
2504,139,53,1,Scandinavian Defense,0,White
2506,0,54,1,Scandinavian Defense,0,Black
2508,54,28,1,Scandinavian Defense,0,Black
2515,36,54,1,Scandinavian Defense,1,White
2517,109,55,1,Scandinavian Defense,0,White
2519,73,76,1,Scandinavian Defense,2,Black
2522,56,82,1,Scandinavian Defense,0,Black
2525,19,38,1,Scandinavian Defense,0,Black
2526,21,69,1,Scandinavian Defense,0,Black
2527,17,48,1,Scandinavian Defense,29,Black
2528,33,80,1,Scandinavian Defense,0,Black
2536,133,46,1,Scandinavian Defense,0,Black
2540,84,78,0,Scandinavian Defense,0,Black
2548,149,87,0,Scandinavian Defense,4,White
2555,84,78,0,Scandinavian Defense,9,Black
2558,218,108,0,Scandinavian Defense,12,Black
2563,100,60,1,Scandinavian Defense,0,Black
2628,206,36,1,Scandinavian Defense,17,Black
2658,94,75,1,Scandinavian Defense,8,White
2661,289,33,1,Scandinavian Defense,0,White
2677,95,20,0,Scandinavian Defense,11,Black
2679,95,12,0,Scandinavian Defense,13,Black
2713,191,42,1,Scandinavian Defense,4,Black
2723,36,52,1,Scandinavian Defense,14,White
2724,118,16,1,Scandinavian Defense,15,White
2729,210,34,1,Scandinavian Defense,20,Black
2783,323,39,1,Scandinavian Defense,0,White
2798,108,58,0,Scandinavian Defense,5,Black
2807,4,81,0,Scandinavian Defense,14,White
2892,364,60,1,Scandinavian Defense,12,Black
2908,129,90,1,Scandinavian Defense,28,Black
2910,159,101,1,Scandinavian Defense,30,White
2914,95,38,1,Scandinavian Defense,34,Black
2922,221,18,1,Scandinavian Defense,5,Black
2932,323,32,1,Scandinavian Defense,5,Black
2937,617,93,0,Scandinavian Defense,10,Black
2999,235,81,1,Scandinavian Defense,35,White
3027,240,19,1,Scandinavian Defense,14,White
3050,47,43,1,Scandinavian Defense,4,Black
3119,16,7,1,Scandinavian Defense,13,White
3186,27,56,1,Scandinavian Defense,17,Black
3189,208,44,1,Scandinavian Defense,20,Black
3215,104,38,0,Scandinavian Defense,11,Black
3237,20,58,0,Scandinavian Defense,33,Black
3296,227,126,1,Scandinavian Defense,1,Black
3297,138,62,1,Scandinavian Defense,2,Black
3331,79,116,1,Scandinavian Defense,0,Black
3339,113,87,1,Scandinavian Defense,0,White
3341,59,121,1,Scandinavian Defense,39,White
3347,320,65,1,Scandinavian Defense,0,White
3348,191,102,1,Scandinavian Defense,1,Black
3426,7,33,1,Scandinavian Defense,0,White
3428,143,50,1,Scandinavian Defense,0,Black
3439,222,58,0,Scandinavian Defense,9,Black
3441,222,16,0,Scandinavian Defense,11,Black
3497,136,48,1,Scandinavian Defense,5,Black
3516,7,35,1,Scandinavian Defense,24,White
3565,76,51,1,Scandinavian Defense,13,White
3615,360,99,1,Scandinavian Defense,0,White
3627,29,43,1,Scandinavian Defense,0,White
3639,203,43,1,Scandinavian Defense,0,White
3644,28,42,1,Scandinavian Defense,0,Black
3646,134,64,1,Scandinavian Defense,19,Black
3667,105,90,1,Scandinavian Defense,19,Black
3698,560,70,1,Scandinavian Defense,0,Black
3712,105,61,1,Scandinavian Defense,20,Black
3750,24,25,1,Scandinavian Defense,10,White
3830,147,56,1,Scandinavian Defense,13,Black
3838,110,113,1,Scandinavian Defense,0,White
3857,84,50,1,Scandinavian Defense,0,Black
3858,58,26,1,Scandinavian Defense,0,Black
3859,179,17,1,Scandinavian Defense,0,White
3864,166,46,1,Scandinavian Defense,0,Black
3950,52,43,1,Scandinavian Defense,0,White
3959,54,52,1,Scandinavian Defense,9,Black
3986,108,79,1,Scandinavian Defense,1,White
4022,180,23,0,Scandinavian Defense,26,White
4124,621,3,1,Scandinavian Defense,3,White
4204,246,86,1,Scandinavian Defense,0,Black
4210,57,12,1,Scandinavian Defense,0,Black
4215,28,21,1,Scandinavian Defense,0,White
4217,171,2,1,Scandinavian Defense,10,White
4219,97,35,1,Scandinavian Defense,1,White
4221,29,20,1,Scandinavian Defense,0,Black
4224,34,4,1,Scandinavian Defense,0,Black
4225,124,44,1,Scandinavian Defense,0,Black
4233,7,30,1,Scandinavian Defense,3,Black
4279,285,47,1,Scandinavian Defense,31,White
4294,372,94,0,Scandinavian Defense,0,Black
4315,205,66,1,Scandinavian Defense,5,Black
4400,269,22,1,Scandinavian Defense,0,Black
4401,11,68,1,Scandinavian Defense,0,Black
4412,38,66,1,Scandinavian Defense,5,Black
4416,254,134,1,Scandinavian Defense,9,Black
4449,188,54,0,Scandinavian Defense,6,Draw
4451,215,21,1,Scandinavian Defense,0,White
4453,220,23,1,Scandinavian Defense,0,White
4455,66,63,1,Scandinavian Defense,0,White
4520,11,58,1,Scandinavian Defense,7,Black
4522,54,22,1,Scandinavian Defense,9,Black
4532,0,28,1,Scandinavian Defense,19,Black
4545,34,45,1,Scandinavian Defense,32,White
4562,234,89,1,Scandinavian Defense,4,White
4652,148,78,0,Scandinavian Defense,1,Black
4679,471,28,1,Scandinavian Defense,1,Black
4721,348,81,0,Scandinavian Defense,9,White
4746,272,47,1,Scandinavian Defense,7,White
4853,654,39,1,Scandinavian Defense,21,White
4864,254,33,1,Scandinavian Defense,0,White
4992,7,72,1,Scandinavian Defense,18,Black
4994,10,83,1,Scandinavian Defense,20,White
4999,157,45,0,Scandinavian Defense,25,White
5037,110,57,1,Scandinavian Defense,10,White
5068,337,83,0,Scandinavian Defense,6,White
5109,230,77,0,Scandinavian Defense,1,White
5111,230,34,0,Scandinavian Defense,1,Black
5112,230,27,0,Scandinavian Defense,0,White
5114,129,41,0,Scandinavian Defense,0,White
5117,290,24,1,Scandinavian Defense,8,Black
5118,104,87,1,Scandinavian Defense,0,White
5124,196,112,1,Scandinavian Defense,0,Black
5132,617,144,0,Scandinavian Defense,2,Black
5148,318,55,1,Scandinavian Defense,18,White
5171,423,40,1,Scandinavian Defense,0,White
5179,182,93,1,Scandinavian Defense,0,White
5180,126,23,1,Scandinavian Defense,0,Black
5181,4,104,1,Scandinavian Defense,17,Draw
5223,1,22,0,Scandinavian Defense,18,Black
5257,19,49,1,Scandinavian Defense,18,White
5378,178,48,0,Scandinavian Defense,0,Black
5421,246,59,1,Scandinavian Defense,16,White
5452,55,75,1,Scandinavian Defense,15,White
5608,436,48,1,Scandinavian Defense,1,Black
5609,356,16,1,Scandinavian Defense,2,Black
5764,51,80,1,Scandinavian Defense,0,White
5777,0,73,1,Scandinavian Defense,0,Draw
5855,130,88,0,Scandinavian Defense,6,Black
5872,57,80,1,Scandinavian Defense,5,Black
5892,99,45,1,Scandinavian Defense,0,White
5899,273,41,1,Scandinavian Defense,2,White
5918,104,52,1,Scandinavian Defense,10,Black
5933,155,106,1,Scandinavian Defense,25,Black
5936,1499,33,0,Scandinavian Defense,5,White
5998,19,105,1,Scandinavian Defense,1,White
6010,259,72,1,Scandinavian Defense,0,Black
6017,309,64,1,Scandinavian Defense,0,Black
6022,229,116,1,Scandinavian Defense,0,Black
6039,0,27,0,Scandinavian Defense,2,White
6044,973,30,0,Scandinavian Defense,0,White
6045,901,27,0,Scandinavian Defense,0,White
6046,826,47,0,Scandinavian Defense,0,White
6093,281,127,1,Scandinavian Defense,10,White
6128,351,63,1,Scandinavian Defense,8,White
6146,333,39,1,Scandinavian Defense,0,White
6193,139,7,1,Scandinavian Defense,5,White
6224,70,104,1,Scandinavian Defense,0,Black
6310,14,89,1,Scandinavian Defense,8,White
6312,107,46,1,Scandinavian Defense,10,Black
6448,255,59,1,Scandinavian Defense,0,White
6449,97,159,1,Scandinavian Defense,0,White
6458,12,11,1,Scandinavian Defense,0,White
6459,94,41,1,Scandinavian Defense,5,White
6513,66,36,0,Scandinavian Defense,2,Black
6559,730,39,1,Scandinavian Defense,12,Black
6606,717,57,0,Scandinavian Defense,0,White
6621,108,34,0,Scandinavian Defense,15,Black
6705,189,74,0,Scandinavian Defense,0,Black
6712,478,69,1,Scandinavian Defense,7,White
6779,2,33,1,Scandinavian Defense,2,White
6790,111,168,1,Scandinavian Defense,2,Black
6794,248,79,0,Scandinavian Defense,0,White
6796,65,55,1,Scandinavian Defense,0,White
6824,108,47,0,Scandinavian Defense,25,White
6833,304,49,0,Scandinavian Defense,34,White
6856,7,72,1,Scandinavian Defense,19,Black
6874,213,55,1,Scandinavian Defense,16,White
6891,28,100,1,Scandinavian Defense,33,Black
6920,241,40,0,Scandinavian Defense,14,Black
6942,57,46,1,Scandinavian Defense,20,Black
6957,143,9,0,Scandinavian Defense,35,Black
6980,834,70,1,Scandinavian Defense,0,Black
6983,965,80,1,Scandinavian Defense,0,Black
7100,245,15,1,Scandinavian Defense,25,White
7102,225,51,1,Scandinavian Defense,27,White
7108,283,55,1,Scandinavian Defense,33,Black
7117,26,109,1,Scandinavian Defense,1,White
7139,236,76,1,Scandinavian Defense,23,Black
7159,216,112,1,Scandinavian Defense,43,Black
7179,313,85,1,Scandinavian Defense,18,White
7192,476,29,1,Scandinavian Defense,0,White
7199,92,81,1,Scandinavian Defense,1,White
7200,12,34,1,Scandinavian Defense,2,Black
7215,134,100,1,Scandinavian Defense,0,Black
7217,14,45,1,Scandinavian Defense,0,White
7221,11,11,1,Scandinavian Defense,0,White
7223,10,18,1,Scandinavian Defense,8,Black
7226,92,47,1,Scandinavian Defense,0,White
7227,88,61,1,Scandinavian Defense,0,White
7228,151,42,1,Scandinavian Defense,0,Black
7233,24,96,1,Scandinavian Defense,0,Black
7234,109,71,1,Scandinavian Defense,0,White
7244,382,32,1,Scandinavian Defense,2,Black
7245,504,108,1,Scandinavian Defense,3,Black
7256,11,31,1,Scandinavian Defense,0,White
7311,9,58,1,Scandinavian Defense,5,Black
7368,0,67,0,Scandinavian Defense,1,White
7369,0,57,0,Scandinavian Defense,9,White
7374,4,52,1,Scandinavian Defense,0,Draw
7375,24,107,1,Scandinavian Defense,1,White
7389,76,14,1,Scandinavian Defense,0,Draw
7453,795,7,1,Scandinavian Defense,0,White
7516,189,26,1,Scandinavian Defense,8,Black
7544,586,34,1,Scandinavian Defense,0,Black
7684,227,17,1,Scandinavian Defense,10,White
7738,51,59,1,Scandinavian Defense,0,White
7750,139,79,1,Scandinavian Defense,0,White
7780,187,48,0,Scandinavian Defense,17,Black
7855,118,119,1,Scandinavian Defense,0,White
7910,36,118,1,Scandinavian Defense,0,Black
7911,246,70,1,Scandinavian Defense,0,Black
7913,12,76,1,Scandinavian Defense,0,Black
7928,297,41,1,Scandinavian Defense,7,White
7959,5,70,1,Scandinavian Defense,2,Black
8006,49,23,1,Scandinavian Defense,10,White
8024,249,46,1,Scandinavian Defense,16,Black
8037,6,41,1,Scandinavian Defense,29,White
8043,12,38,1,Scandinavian Defense,0,Black
8124,223,115,0,Scandinavian Defense,8,White
8140,42,91,0,Scandinavian Defense,0,White
8179,2,145,1,Scandinavian Defense,17,White
8248,49,47,1,Scandinavian Defense,10,White
8250,33,3,0,Scandinavian Defense,0,White
8317,8,64,1,Scandinavian Defense,6,Black
8318,52,130,1,Scandinavian Defense,7,Black
8324,4,51,1,Scandinavian Defense,13,White
8335,64,23,1,Scandinavian Defense,24,White
8372,286,72,1,Scandinavian Defense,0,Black
8374,404,36,1,Scandinavian Defense,0,Black
8378,276,89,1,Scandinavian Defense,0,White
8380,840,7,1,Scandinavian Defense,20,White
8384,208,66,1,Scandinavian Defense,0,Black
8387,431,50,1,Scandinavian Defense,0,Black
8398,146,81,1,Scandinavian Defense,1,White
8410,131,69,1,Scandinavian Defense,4,White
8443,38,99,1,Scandinavian Defense,19,White
8616,225,133,1,Scandinavian Defense,0,White
8618,252,46,1,Scandinavian Defense,2,Black
8620,15,82,1,Scandinavian Defense,0,Black
8626,118,30,1,Scandinavian Defense,0,Black
8630,179,20,1,Scandinavian Defense,1,Black
8631,43,31,1,Scandinavian Defense,0,Black
8633,186,65,1,Scandinavian Defense,1,White
8635,74,118,1,Scandinavian Defense,0,Black
8636,82,19,1,Scandinavian Defense,1,White
8639,84,87,1,Scandinavian Defense,0,White
8640,49,60,1,Scandinavian Defense,0,Black
8642,80,132,1,Scandinavian Defense,1,Black
8649,123,24,1,Scandinavian Defense,0,Black
8650,108,61,1,Scandinavian Defense,0,White
8652,3,86,1,Scandinavian Defense,0,Black
8658,130,118,1,Scandinavian Defense,0,Draw
8802,181,55,1,Scandinavian Defense,1,White
8813,17,39,0,Scandinavian Defense,0,Black
8843,7,48,1,Scandinavian Defense,30,Black
8856,201,70,1,Scandinavian Defense,0,Black
8946,192,66,1,Scandinavian Defense,35,Draw
8962,10,74,1,Scandinavian Defense,1,Black
9007,106,61,1,Scandinavian Defense,0,White
9009,146,65,1,Scandinavian Defense,2,White
9015,103,48,1,Scandinavian Defense,0,Black
9056,35,47,1,Scandinavian Defense,13,White
9067,34,22,1,Scandinavian Defense,24,Black
9068,62,58,1,Scandinavian Defense,25,Black
9119,377,51,1,Scandinavian Defense,2,White
9120,782,39,0,Scandinavian Defense,0,White
9158,92,99,1,Scandinavian Defense,24,White
9281,385,28,0,Scandinavian Defense,23,White
9287,97,3,1,Scandinavian Defense,0,White
9288,97,3,1,Scandinavian Defense,1,White
9292,475,10,1,Scandinavian Defense,0,Black
9388,84,97,1,Scandinavian Defense,20,White
9427,96,44,1,Scandinavian Defense,2,Black
9439,236,48,1,Scandinavian Defense,8,Black
9441,146,84,1,Scandinavian Defense,10,Black
9473,5,57,1,Scandinavian Defense,0,White
9579,271,25,1,Scandinavian Defense,0,White
9590,560,89,1,Scandinavian Defense,0,White
9609,184,2,1,Scandinavian Defense,3,Black
9611,659,2,1,Scandinavian Defense,5,Black
9612,414,2,1,Scandinavian Defense,0,Black
9622,660,2,1,Scandinavian Defense,0,Black
9624,799,2,1,Scandinavian Defense,0,Black
9740,269,12,1,Scandinavian Defense,0,Black
9746,108,123,0,Scandinavian Defense,2,White
9784,173,46,1,Scandinavian Defense,37,Black
9788,61,35,0,Scandinavian Defense,0,White
9793,74,28,1,Scandinavian Defense,5,Black
9796,337,88,1,Scandinavian Defense,1,Black
9797,38,36,1,Scandinavian Defense,1,Black
9858,117,31,1,Scandinavian Defense,0,White
9871,134,47,0,Scandinavian Defense,0,White
9909,523,2,0,Scandinavian Defense,11,Black
9965,224,28,1,Scandinavian Defense,25,Black
9966,411,54,1,Scandinavian Defense,0,Draw
9988,326,2,1,Scandinavian Defense,22,White
9989,292,2,1,Scandinavian Defense,23,White
9994,159,43,1,Scandinavian Defense,2,White
10042,113,37,1,Scandinavian Defense,0,White
10045,97,31,1,Scandinavian Defense,3,Black
10049,37,42,1,Scandinavian Defense,1,Black
10051,219,100,1,Scandinavian Defense,0,Black
10053,103,34,1,Scandinavian Defense,0,Black
10054,237,43,1,Scandinavian Defense,0,White
10070,161,66,1,Scandinavian Defense,0,Black
10090,165,20,1,Scandinavian Defense,0,White
10095,79,52,1,Scandinavian Defense,5,Black
10098,89,46,1,Scandinavian Defense,8,Black
10107,1,74,1,Scandinavian Defense,17,White
10115,143,36,1,Scandinavian Defense,0,Black
10118,75,86,1,Scandinavian Defense,2,Black
10121,76,3,1,Scandinavian Defense,1,White
10122,61,45,1,Scandinavian Defense,0,White
10125,88,29,1,Scandinavian Defense,0,White
10127,186,33,1,Scandinavian Defense,0,White
10128,5,62,1,Scandinavian Defense,0,Black
10130,91,52,1,Scandinavian Defense,1,Black
10132,6,31,1,Scandinavian Defense,1,White
10135,169,45,1,Scandinavian Defense,5,White
10136,335,47,1,Scandinavian Defense,0,White
10138,40,16,1,Scandinavian Defense,0,Black
10139,303,78,1,Scandinavian Defense,0,Black
10140,70,65,1,Scandinavian Defense,0,White
10157,341,72,0,Scandinavian Defense,0,Black
10192,189,38,0,Scandinavian Defense,4,Black
10201,118,21,1,Scandinavian Defense,1,White
10210,119,22,1,Scandinavian Defense,0,White
10261,131,74,1,Scandinavian Defense,0,White
10265,304,15,1,Scandinavian Defense,0,White
10303,84,41,0,Scandinavian Defense,7,White
10429,368,62,1,Scandinavian Defense,2,Black
10462,419,36,1,Scandinavian Defense,0,White
10467,55,104,1,Scandinavian Defense,0,Black
10560,156,25,1,Scandinavian Defense,33,White
10580,6,99,1,Scandinavian Defense,1,White
10584,356,42,1,Scandinavian Defense,5,White
10592,449,57,1,Scandinavian Defense,13,White
10626,80,17,1,Scandinavian Defense,8,Draw
10662,354,2,1,Scandinavian Defense,20,White
10709,6,58,1,Scandinavian Defense,2,Black
10725,72,101,1,Scandinavian Defense,12,White
10776,58,40,1,Scandinavian Defense,15,Black
10777,171,54,1,Scandinavian Defense,16,Black
10781,307,8,1,Scandinavian Defense,20,Black
10812,163,73,1,Scandinavian Defense,26,Black
10819,235,41,1,Scandinavian Defense,33,Black
10831,20,63,1,Scandinavian Defense,45,White
10876,34,51,1,Scandinavian Defense,20,White
10877,111,73,1,Scandinavian Defense,21,White
10886,90,51,0,Scandinavian Defense,0,White
10911,2,20,1,Scandinavian Defense,1,Black
10919,125,94,1,Scandinavian Defense,1,Black
10921,90,6,1,Scandinavian Defense,14,Black
11003,304,7,1,Scandinavian Defense,8,White
11023,135,7,1,Scandinavian Defense,28,White
11178,95,59,1,Scandinavian Defense,3,White
11207,75,87,1,Scandinavian Defense,32,White
11210,239,71,1,Scandinavian Defense,1,White
11269,156,25,1,Scandinavian Defense,81,White
11289,6,99,1,Scandinavian Defense,24,White
11293,356,42,1,Scandinavian Defense,28,White
11301,449,57,1,Scandinavian Defense,36,White
11355,183,117,1,Scandinavian Defense,12,White
11390,53,71,1,Scandinavian Defense,0,White
11395,200,31,1,Scandinavian Defense,2,White
11396,272,89,1,Scandinavian Defense,0,Draw
11442,69,74,0,Scandinavian Defense,71,White
11458,764,31,1,Scandinavian Defense,4,Black
11468,21,2,1,Scandinavian Defense,2,White
11469,207,2,1,Scandinavian Defense,0,White
11470,196,2,1,Scandinavian Defense,0,White
11474,656,2,0,Scandinavian Defense,1,White
11476,609,2,1,Scandinavian Defense,0,White
11477,655,2,0,Scandinavian Defense,0,White
11481,10,2,1,Scandinavian Defense,0,White
11582,89,97,0,Scandinavian Defense,0,White
11671,18,137,1,Scandinavian Defense,6,White
11683,46,81,1,Scandinavian Defense,18,White
11687,41,64,1,Scandinavian Defense,0,White
11740,297,45,1,Scandinavian Defense,18,White
11757,478,41,1,Scandinavian Defense,3,White
11817,49,103,1,Scandinavian Defense,10,White
11926,17,49,1,Scandinavian Defense,1,White
11938,98,53,1,Scandinavian Defense,1,White
11960,117,27,1,Scandinavian Defense,0,Black
11961,69,115,1,Scandinavian Defense,1,White
11972,431,35,1,Scandinavian Defense,6,White
11980,30,83,1,Scandinavian Defense,4,Black
11987,383,43,1,Scandinavian Defense,11,White
11999,492,64,1,Scandinavian Defense,8,Black
12023,449,71,1,Scandinavian Defense,16,White
12067,52,16,1,Scandinavian Defense,0,Black
12074,34,134,1,Scandinavian Defense,21,Black
12078,0,60,1,Scandinavian Defense,25,Black
12089,91,70,1,Scandinavian Defense,36,Black
12097,13,89,1,Scandinavian Defense,0,White
12302,187,26,0,Scandinavian Defense,0,Black
12303,48,66,0,Scandinavian Defense,0,Black
12311,1,80,0,Scandinavian Defense,44,White
12319,46,44,1,Scandinavian Defense,1,Black
12320,20,55,1,Scandinavian Defense,1,White
12322,415,27,1,Scandinavian Defense,55,White
12326,180,16,1,Scandinavian Defense,59,Black
12328,213,70,1,Scandinavian Defense,1,Black
12329,166,36,0,Scandinavian Defense,1,Black
12332,0,66,1,Scandinavian Defense,3,Black
12333,42,20,1,Scandinavian Defense,1,Black
12393,53,38,1,Scandinavian Defense,5,Black
12399,3,89,1,Scandinavian Defense,11,White
12524,19,100,1,Scandinavian Defense,0,Draw
12573,39,55,1,Scandinavian Defense,3,Black
12610,59,55,1,Scandinavian Defense,2,White
12613,6,83,0,Scandinavian Defense,2,White
12638,74,39,1,Scandinavian Defense,6,White
12655,47,68,0,Scandinavian Defense,1,Black
12751,666,29,0,Scandinavian Defense,1,White
12752,371,18,0,Scandinavian Defense,0,Black
12753,37,138,1,Scandinavian Defense,0,Black
12755,79,38,1,Scandinavian Defense,1,Black
12758,38,23,1,Scandinavian Defense,4,White
12759,81,36,1,Scandinavian Defense,0,Black
12761,49,17,1,Scandinavian Defense,1,White
12798,282,48,0,Scandinavian Defense,20,Black
